Name	Platform	Year_of_Release	Genre	Publisher	Developer	Rating
MotoGP 09/10	PS3	2010.0	Racing	Capcom		E
The Lord of the Rings: The Third Age	GBA	2004.0	Role-Playing	Electronic Arts		T
Dinosaur King	DS	2007.0	Strategy	Sega		E
The Suffering	XB	2004.0	Action	Midway Games		M
Tetris Worlds	GC	2002.0	Puzzle	THQ		E
The Sims 4: Get Together	PC	2015.0	Simulation	Electronic Arts		T
Viewtiful Joe 2	GC	2004.0	Action	Capcom		T
Child of Eden	PS3	2011.0	Shooter	Ubisoft		E10+
Touch the Dead	DS	2007.0	Shooter	Eidos Interactive		M
Nickelodeon Party Blast	XB	2002.0	Misc	Infogrames		E
Jackass the Game	PSP	2007.0	Action	Empire Interactive		M
Ragnarok DS	DS	2008.0	Role-Playing	GungHo		E10+
Shellshock: Nam '67	XB	2004.0	Shooter	Eidos Interactive		M
Magna Carta: Tears of Blood	PS2	2004.0	Role-Playing	505 Games		T
All-Star Baseball 2002	GC	2001.0	Sports	Acclaim Entertainment		E
Capcom vs. SNK	DC	2000.0	Fighting	Virgin Interactive		T
Pinball Hall of Fame: The Williams Collection	PS3	2009.0	Misc	Crave Entertainment		E10+
Aliens vs Predator: Requiem	PSP	2007.0	Action	Vivendi Games		T
Dishonored 2	XOne	2016.0	Action	Bethesda Softworks		M
Asphalt: Injection	PSV	2011.0	Action	Ubisoft		E10+
From Russia With Love	GC	2005.0	Action	Electronic Arts		T
Guitar Hero: Smash Hits	PS2	2009.0	Misc	Activision		T
NBA Live 09 All-Play	Wii	2008.0	Sports	Electronic Arts		E
NFL Quarterback Club 2002	PS2	2001.0	Sports	Acclaim Entertainment		E
NCAA Basketball 09	X360	2008.0	Sports	Electronic Arts		E
Shin Megami Tensei: Persona	PSP	2009.0	Role-Playing	Atlus		T
Lords of the Fallen	XOne	2014.0	Role-Playing	Square Enix		M
LEGO The Lord of the Rings	PC	2012.0	Action	Warner Bros. Interactive Entertainment		E10+
Growlanser: Heritage of War	PS2	2006.0	Role-Playing	Rising Star Games		T
Ben 10 Alien Force: Vilgax Attacks	X360	2009.0	Action	D3Publisher		E10+
Rugby 2004	PS2	2003.0	Sports	Electronic Arts		E
Senran Kagura 2: Deep Crimson 	3DS	2014.0	Action	Marvelous Entertainment		M
NBA 06	PSP	2005.0	Sports	Sony Computer Entertainment		E
KORG DS-10 Synthesizer	DS	2008.0	Misc	AQ Interactive		E
Naruto: Ninja Council	GBA	2003.0	Action	Tomy Corporation		E10+
Tropico 3	X360	2009.0	Strategy	Kalypso Media		T
Deadly Creatures	Wii	2009.0	Action	THQ		T
Naruto Shippuden: Ultimate Ninja Storm Revolution	X360	2014.0	Fighting	Namco Bandai Games		T
Dead Island	PC	2011.0	Action	Deep Silver		M
NFL 2K3	GC	2002.0	Sports	Sega		E
Hunted: The Demon's Forge	X360	2011.0	Action	Bethesda Softworks		M
Britney's Dance Beat	GBA	2002.0	Misc	THQ		E
Shrek SuperSlam	GC	2005.0	Action	Activision		E10+
Full Auto	X360	2006.0	Shooter	Sega		T
Herdy Gerdy	PS2	2002.0	Adventure	Eidos Interactive		E
Afrika	PS3	2008.0	Adventure	Unknown		E10+
Over G Fighters	X360	2006.0	Simulation	Ubisoft		T
Angry Birds Star Wars	PS4	2013.0	Strategy	Activision		E
Hot Shots Tennis: Get a Grip	PSP	2010.0	Sports	Sony Computer Entertainment		E
Star Wars: The Force Unleashed II	DS	2010.0	Action	LucasArts		T
The Dukes of Hazzard: Return of the General Lee	PS2	2004.0	Racing	Ubisoft		E
Crash 'N' Burn	PS2	2004.0	Racing	Eidos Interactive		T
NBA	PSP	2005.0	Sports	Sony Computer Entertainment		E
Disaster Report	PS2	2002.0	Action	Agetec		T
Armored Core V	X360	2012.0	Simulation	Namco Bandai Games		T
College Hoops 2K7	X360	2006.0	Sports	Take-Two Interactive		E
Rampage: Total Destruction	Wii	2006.0	Action	Midway Games		E10+
The Bard's Tale	PS2	2004.0	Role-Playing	Ubisoft		T
Robotech: The Macross Saga	GBA	2002.0	Shooter	TDK Mediactive		E
Conflict Zone	PS2	2002.0	Strategy	Ubisoft		T
Code Name: S.T.E.A.M.	3DS	2015.0	Strategy	Nintendo		T
The Bureau: XCOM Declassified	X360	2013.0	Shooter	Take-Two Interactive		M
Star Wars: Battlefront	PC	2004.0	Shooter	LucasArts		T
BloodRayne	XB	2002.0	Shooter	Universal Interactive		M
NHL 2K6	XB	2005.0	Sports	Take-Two Interactive		E10+
Hannah Montana: The Movie	X360	2009.0	Adventure	Disney Interactive Studios		E
Tenchu: Return From Darkness	XB	2004.0	Action	Activision		M
World Poker Tour	PS2	2005.0	Misc	Take-Two Interactive		T
Neo Contra	PS2	2004.0	Shooter	Konami Digital Entertainment		M
MVP Baseball	PSP	2005.0	Sports	Electronic Arts		E
Tony Hawk's American Sk8land	DS	2005.0	Sports	Activision		E
Viewtiful Joe 2	PS2	2004.0	Action	Capcom		T
The BIGS 2	X360	2009.0	Sports	Take-Two Interactive		E10+
Quake III: Revolution	PS2	2001.0	Shooter	Electronic Arts		M
Pac-Man World 3	PS2	2005.0	Platform	Namco Bandai Games		E
50 Cent: Blood on the Sand	X360	2009.0	Shooter	THQ		M
Journey	PS3	2012.0	Adventure	Sony Computer Entertainment Europe		E
SBK X: Superbike World Championship	PS3	2010.0	Racing	Black Bean Games		E10+
Dragon Ball: Fusions	3DS	2016.0	Role-Playing	Namco Bandai Games		T
Madden NFL 07	DS	2006.0	Sports	Electronic Arts		E
HBO Boxing	PS	2000.0	Fighting	Acclaim Entertainment		E
Bass Pro Shops: The Strike	X360	2009.0	Sports	XS Games		E
Darkwatch	XB	2005.0	Shooter	Ubisoft		M
Disgaea D2: A Brighter Darkness	PS3	2013.0	Role-Playing	Nippon Ichi Software		T
Maximo vs Army of Zin	PS2	2003.0	Platform	Capcom		T
Assassin's Creed Syndicate	PC	2015.0	Action	Ubisoft		M
Summoner 2	PS2	2002.0	Role-Playing	THQ		T
Shadow of Destiny	PS2	2001.0	Adventure	Konami Digital Entertainment		T
Ninja Gaiden: Dragon Sword	DS	2008.0	Action	Tecmo Koei		T
Cabela's Deer Hunt: 2004 Season	XB	2003.0	Sports	Activision Value		T
World of Final Fantasy	PSV	2016.0	Role-Playing	Square Enix		E10+
Danganronpa Another Episode: Ultra Despair Girls	PSV	2014.0	Action	Nippon Ichi Software		M
Pro Evolution Soccer 2012	Wii	2011.0	Action	Konami Digital Entertainment		E
The Legend of Spyro: The Eternal Night	Wii	2007.0	Platform	Vivendi Games		E10+
The Wolf Among Us	PS4	2014.0	Adventure	Telltale Games		M
Cursed Mountain	Wii	2009.0	Adventure	Deep Silver		M
Age of Empires: Mythologies	DS	2008.0	Strategy	THQ		E10+
SBK Superbike World Championship	X360	2008.0	Racing	Black Bean Games		E10+
Bionicle	GC	2003.0	Action	Electronic Arts		E
Heroes of Ruin	3DS	2012.0	Role-Playing	Nintendo		T
A Boy and His Blob	Wii	2009.0	Platform	Majesco Entertainment		E
Baja: Edge of Control	PS3	2008.0	Racing	THQ		E
G.I. Joe: The Rise of Cobra	PS3	2009.0	Action	Electronic Arts		T
UFC Undisputed 2010	PSP	2010.0	Fighting	THQ		T
World Series of Poker	PSP	2005.0	Misc	Activision		E10+
Rayman Raving Rabbids	X360	2007.0	Misc	Ubisoft		E
Deus Ex: The Conspiracy	PS2	2002.0	Action	Eidos Interactive		M
Unreal II: The Awakening	XB	2004.0	Shooter	Atari		M
Rumble Racing	PS2	2001.0	Racing	Electronic Arts		E
Spider-Man: Web of Shadows	PS2	2008.0	Action	Activision		E10+
Vampire Rain	X360	2007.0	Action	Microsoft Game Studios		M
Batman Begins	XB	2005.0	Action	Electronic Arts		T
NBA Live 15	XOne	2014.0	Sports	Electronic Arts		E
JSRF: Jet Set Radio Future	XB	2002.0	Action	Sega		T
NHL Hitz 20-02	GC	2001.0	Sports	Midway Games		E
Way of the Samurai 3	X360	2009.0	Action	Gamebridge		M
NCAA Football 2003	GC	2002.0	Sports	Electronic Arts		E
Hitman: HD Trilogy	PS3	2013.0	Action	Square Enix		M
J Stars Victory Vs.	PSV	2014.0	Fighting	Namco Bandai Games		T
de Blob 2	PS3	2011.0	Platform	THQ		E10+
ESPN Winter X Games: Snowboarding 2002	PS2	2000.0	Sports	Konami Digital Entertainment		T
Final Fantasy Fables: Chocobo's Dungeon	Wii	2007.0	Role-Playing	Square Enix		E10+
Project: Snowblind	PS2	2005.0	Action	Eidos Interactive		T
Prison Break: The Conspiracy	X360	2010.0	Action	Deep Silver		T
You Don't Know Jack	Wii	2011.0	Misc	THQ		T
Mortal Kombat: Special Forces	PS	2000.0	Fighting	Midway Games		M
Mega Man Legacy Collection	3DS	2016.0	Platform	Capcom		E
The Last Airbender	Wii	2010.0	Action	THQ		T
NCAA March Madness 07	X360	2007.0	Sports	Electronic Arts		E
StokEd	X360	2009.0	Sports	Zushi Games		T
Evil Dead: Regeneration	PS2	2005.0	Action	THQ		M
Defiance	PC	2013.0	Shooter	Trion Worlds		M
NHL 2003	XB	2002.0	Sports	Electronic Arts		E
Tiger Woods PGA Tour	PSP	2005.0	Sports	Electronic Arts		E
NHL 2K3	PS2	2002.0	Sports	Sega		E
You Don't Know Jack	X360	2011.0	Misc	THQ		T
Final Fight One	GBA	2001.0	Fighting	Ubisoft		E
Tony Hawk's Pro Skater 5	PS4	2015.0	Sports	Activision		T
MLB 10: The Show	PSP	2010.0	Sports	Sony Computer Entertainment		E
Gallop Racer 2003: A New Breed	PS2	2002.0	Sports	Zoo Digital Publishing		E
Frogger 3D	3DS	2011.0	Action	Konami Digital Entertainment		E
Blue Dragon Plus	DS	2008.0	Role-Playing	Ignition Entertainment		E
BeyBlade VForce: Super Tournament Battle	GC	2002.0	Action	Atari		E
Dead to Rights: Retribution	X360	2010.0	Shooter	Namco Bandai Games		M
Dragon Ball Z: Sagas	GC	2005.0	Fighting	Atari		T
X2: Wolverine's Revenge	XB	2003.0	Platform	Activision		T
Power Rangers: Wild Force	GBA	2002.0	Action	THQ		E
Tenchu: Shadow Assassins	Wii	2008.0	Action	Ubisoft		M
Lost Planet 3	PS3	2013.0	Shooter	Capcom		T
Beyblade G-Revolution	GBA	2004.0	Action	Atari		E
Capcom Fighting Evolution	PS2	2004.0	Fighting	Capcom		T
Assassin's Creed The Ezio Collection	PS4	2016.0	Action	Ubisoft		M
God of War Collection	PSV	2014.0	Action	Sony Computer Entertainment		M
Anarchy Reigns	PS3	2012.0	Action	Sega		M
Mobile Suit Gundam: Crossfire	PS3	2006.0	Simulation	Namco Bandai Games		T
Suikoden Tactics	PS2	2005.0	Strategy	Konami Digital Entertainment		T
NCAA March Madness 06	XB	2005.0	Sports	Electronic Arts		E
Sniper: Ghost Warrior 2	X360	2013.0	Shooter	City Interactive		M
EVE Online	PC	2003.0	Role-Playing	CCP		T
Phantasy Star Online	DC	2000.0	Role-Playing	Sega		T
Crazy Taxi 3: High Roller	XB	2002.0	Racing	Sega		T
Midnight Club 3: DUB Edition Remix	XB	2006.0	Racing	Take-Two Interactive		E10+
Thrillville	PSP	2006.0	Strategy	Atari		E10+
Warhammer 40,000: Space Marine	PC	2011.0	Shooter	THQ		M
The King of Fighters Collection: The Orochi Saga	PS2	2006.0	Fighting	Ignition Entertainment		T
Disney's Planes	WiiU	2013.0	Simulation	Disney Interactive Studios		E
MLB SlugFest 20-03	XB	2002.0	Sports	Midway Games		E
The Con	PSP	2005.0	Fighting	Sony Computer Entertainment		T
Pitfall: The Lost Expedition	PS2	2004.0	Platform	Activision		E
Need for Speed Carbon: Own the City	DS	2006.0	Racing	Electronic Arts		E
Enchanted Arms	PS3	2007.0	Role-Playing	Ubisoft		T
Le Mans 24 Hours	PS2	2001.0	Racing	Infogrames		E
The Witch and the Hundred Knight	PS3	2013.0	Role-Playing	Nippon Ichi Software		T
Dragon Ball Z: Harukanaru Densetsu	DS	2007.0	Role-Playing	Namco Bandai Games		E
Harvest Moon: More Friends of Mineral Town	GBA	2003.0	Simulation	Ubisoft		E
X2: Wolverine's Revenge	GBA	2003.0	Platform	Activision		E
NBA 2K2	XB	2002.0	Sports	Sega		E
Code of Princess	3DS	2012.0	Action	Agatsuma Entertainment		T
Major League Baseball 2K11	PS3	2011.0	Sports	Take-Two Interactive		E
Dark Messiah of Might and Magic Elements	X360	2008.0	Role-Playing	Ubisoft		M
Planet 51	Wii	2009.0	Action	Sega		E
Dead to Rights II	PS2	2005.0	Shooter	Electronic Arts		M
FIFA 16	PC	2015.0	Sports	Electronic Arts		E
NBA Live 14	XOne	2013.0	Sports	Electronic Arts		E
Kung Fu Rider	PS3	2010.0	Action	Sony Computer Entertainment		E10+
DarkStar One: Broken Alliance	X360	2010.0	Simulation	Kalypso Media		T
Dragon Ball: Xenoverse 2	XOne	2016.0	Action	Namco Bandai Games		T
Odin Sphere: Leifthrasir	PS4	2016.0	Role-Playing	Nippon Ichi Software		T
Ty the Tasmanian Tiger 2: Bush Rescue	GC	2004.0	Platform	Electronic Arts		E
Body and Brain Connection	X360	2010.0	Misc	Namco Bandai Games		E
Dragon Ball: Revenge of King Piccolo	Wii	2009.0	Action	Namco Bandai Games		E10+
Warriors Orochi	PSP	2008.0	Action	Tecmo Koei		T
MVP Baseball 2003	XB	2003.0	Sports	Electronic Arts		E
Monster Jam	X360	2007.0	Racing	Activision		E
Infinite Space	DS	2009.0	Role-Playing	Sega		T
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe	XB	2005.0	Action	Disney Interactive Studios		T
NBA 07	PSP	2006.0	Sports	Sony Computer Entertainment		E
Two Worlds II	PC	2011.0	Role-Playing	Unknown		M
IHRA Drag Racing 2004	XB	2003.0	Racing	Bethesda Softworks		E
The Legend of Heroes: Trails of Cold Steel	PS3	2013.0	Role-Playing	Nippon Ichi Software		T
Clive Barker's Jericho	PS3	2007.0	Shooter	Codemasters		M
Tekken 3D: Prime Edition	3DS	2012.0	Fighting	Nintendo		T
Marvel: Ultimate Alliance 2	DS	2009.0	Role-Playing	Activision		E10+
Front Mission Evolved	X360	2010.0	Shooter	Square Enix		T
From Russia With Love	XB	2005.0	Action	Electronic Arts		T
Apache: Air Assault	PS3	2010.0	Simulation	Activision		T
Dying Light	PC	2015.0	Action	Warner Bros. Interactive Entertainment		M
Grandia II	DC	2000.0	Role-Playing	Ubisoft		T
Ridge Racer 6	X360	2005.0	Racing	Namco Bandai Games		E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare	PS2	2005.0	Action	Konami Digital Entertainment		E10+
Zone of the Enders HD Collection	X360	2012.0	Simulation	Konami Digital Entertainment		M
Record of Agarest War	X360	2008.0	Role-Playing	Compile Heart		T
Gladius	PS2	2003.0	Strategy	Activision		T
Earth Defense Force: Insect Armageddon	PS3	2011.0	Shooter	D3Publisher		T
Dave Mirra Freestyle BMX 2	XB	2001.0	Sports	Acclaim Entertainment		T
SpongeBob SquarePants: Revenge of the Flying Dutchman	GC	2002.0	Platform	THQ		E
Taiko Drum Master	PS2	2004.0	Misc	Namco Bandai Games		E
Dungeon Hunter Alliance	PSV	2012.0	Action	Ubisoft		T
Forgotten Realms: Demon Stone	PS2	2004.0	Action	Atari		T
Soldier of Fortune: Payback	X360	2007.0	Shooter	Activision		M
Afro Samurai	PS3	2009.0	Action	Atari		M
Silent Hill: Book of Memories	PSV	2012.0	Action	Konami Digital Entertainment		M
Playboy: The Mansion	PS2	2005.0	Simulation	Ubisoft		M
Baja: Edge of Control	X360	2008.0	Racing	THQ		E
Tiger Woods PGA Tour 06	PSP	2005.0	Sports	Electronic Arts		E
Bleach: The 3rd Phantom	DS	2008.0	Role-Playing	Sega		T
MC Groovz Dance Craze	GC	2004.0	Misc	Mad Catz		E
The Thing	XB	2002.0	Adventure	Vivendi Games		M
Untold Legends: Dark Kingdom	PS3	2006.0	Role-Playing	Electronic Arts		T
Plants vs. Zombies	PS3	2011.0	Strategy	PopCap Games		E10+
Baldur's Gate: Dark Alliance	XB	2002.0	Role-Playing	Virgin Interactive		T
Prince of Persia: Warrior Within	GC	2004.0	Action	Ubisoft		M
Warriors Orochi	X360	2007.0	Action	Tecmo Koei		T
Predator: Concrete Jungle	PS2	2005.0	Action	Vivendi Games		M
Arcana Heart 3	PS3	2011.0	Fighting	PQube		T
X-Men Origins: Wolverine	DS	2009.0	Action	Activision		E10+
Big Mutha Truckers 2	PS2	2005.0	Racing	Xplosiv		M
Armored Core 4	PS3	2006.0	Simulation	505 Games		T
Solatorobo: Red the Hunter	DS	2010.0	Role-Playing	Nintendo		E10+
NHL FaceOff 2001	PS2	2001.0	Sports	Sony Computer Entertainment		E
Mana Khemia 2: Fall of Alchemy	PS2	2008.0	Role-Playing	Gust		T
The Great Escape	PS2	2003.0	Action	SCi		T
Castlevania: Lords of Shadow 2	PS3	2014.0	Action	Konami Digital Entertainment		M
Big Mutha Truckers	XB	2002.0	Racing	Empire Interactive		T
Way of the Samurai 4	PS3	2011.0	Action	Nippon Ichi Software		M
The Hobbit	GBA	2003.0	Platform	Vivendi Games		E
The King of Fighters XI	PS2	2006.0	Fighting	Ignition Entertainment		T
Tom Clancy's Splinter Cell: Essentials	PSP	2006.0	Shooter	Ubisoft		M
Major League Baseball 2K12	PS3	2012.0	Sports	Take-Two Interactive		E
Family Guy	PSP	2006.0	Action	Take-Two Interactive		M
Sniper Elite	PS2	2005.0	Shooter	Ubisoft		M
Harry Potter and the Goblet of Fire	PSP	2005.0	Action	Electronic Arts		E10+
Breath of Fire II	GBA	2001.0	Role-Playing	Ubisoft		E
UFC Personal Trainer: The Ultimate Fitness System	PS3	2011.0	Sports	THQ		E
Conan	X360	2007.0	Action	THQ		M
No More Heroes: Heroes' Paradise	PS3	2010.0	Action	Konami Digital Entertainment		M
Aliens vs Predator	PC	2010.0	Shooter	Sega		M
Captain America: Super Soldier	PS3	2011.0	Action	Sega		T
Manhunt	XB	2004.0	Action	Take-Two Interactive		M
NCAA Final Four 2003	PS2	2002.0	Sports	Sony Computer Entertainment		E
Dynasty Warriors: Gundam 2	X360	2008.0	Action	Namco Bandai Games		T
Bound By Flame	PS4	2014.0	Role-Playing	Focus Home Interactive		M
Spectrobes: Origins	Wii	2009.0	Role-Playing	Disney Interactive Studios		E10+
DanceMasters	X360	2010.0	Misc	Konami Digital Entertainment		E10+
Breath of Fire: Dragon Quarter	PS2	2002.0	Role-Playing	Capcom		T
Shiren the Wanderer	Wii	2008.0	Role-Playing	Sega		T
LEGO Marvel's Avengers	3DS	2016.0	Action	Warner Bros. Interactive Entertainment		E10+
Spore Hero Arena	DS	2009.0	Simulation	Electronic Arts		E
Disney's Magical Mirror Starring Mickey Mouse	GC	2002.0	Adventure	Nintendo		E
Enchanted Arms	X360	2006.0	Role-Playing	Ubisoft		T
Conflict: Denied Ops	X360	2008.0	Shooter	Eidos Interactive		M
Mafia III	PC	2016.0	Action	Take-Two Interactive		M
Mace Griffin: Bounty Hunter	PS2	2003.0	Shooter	Electronic Arts		M
Legacy of Kain: Defiance	XB	2003.0	Action	Eidos Interactive		M
Final Fantasy XI	X360	2006.0	Role-Playing	Square Enix		T
Peter Jackson's King Kong: The Official Game of the Movie	PSP	2005.0	Action	Ubisoft		T
Fighter Within	XOne	2013.0	Fighting	Ubisoft		T
Aliens versus Predator: Extinction	PS2	2003.0	Strategy	Electronic Arts		T
Shrek: Forever After	PS3	2010.0	Platform	Activision		E10+
X-Men Origins: Wolverine	PSP	2009.0	Action	Activision		T
NHL Hitz Pro	PS2	2003.0	Sports	Midway Games		E
Space Invaders Extreme 2	DS	2009.0	Shooter	Square Enix		E
Need for Speed: The Run	3DS	2011.0	Action	Electronic Arts		E10+
Supreme Commander 2	PC	2010.0	Strategy	Square Enix		E10+
Quantum Theory	PS3	2010.0	Shooter	Tecmo Koei		M
Dawn of Discovery	Wii	2009.0	Simulation	Ubisoft		E10+
Guitar Hero Live	WiiU	2015.0	Misc	Activision		T
Frequency	PS2	2001.0	Misc	Sony Computer Entertainment		E
Dynasty Warriors 8: Empires	PS4	2014.0	Action	Tecmo Koei		T
2002 FIFA World Cup	XB	2002.0	Sports	Electronic Arts		E
SpongeBob SquigglePants 3D	3DS	2011.0	Misc	THQ		E
Sudeki	XB	2004.0	Role-Playing	Microsoft Game Studios		M
Majin and the Forsaken Kingdom	X360	2010.0	Adventure	Namco Bandai Games		T
Silent Hill HD Collection	X360	2012.0	Action	Konami Digital Entertainment		M
Arc Rise Fantasia	Wii	2009.0	Role-Playing	Marvelous Interactive		T
South Park: The Stick of Truth	PC	2014.0	Role-Playing	Ubisoft		M
Teenage Mutant Ninja Turtles 2: Battle Nexus	GC	2004.0	Action	Konami Digital Entertainment		T
MLB 12: The Show	PSV	2012.0	Sports	Sony Computer Entertainment		E
NBA 2K11	PC	2010.0	Action	Take-Two Interactive		E
WWE All Stars	Wii	2011.0	Fighting	THQ		T
Naruto: Ninja Destiny	DS	2006.0	Fighting	Namco Bandai Games		T
FaceBreaker	X360	2008.0	Fighting	Electronic Arts		T
Spider-Man: Shattered Dimensions	DS	2010.0	Action	Activision		E10+
Lunar Legend	GBA	2002.0	Role-Playing	Media Rings		E
Conflict: Global Terror	PS2	2005.0	Shooter	Eidos Interactive		M
Dante's Inferno	PSP	2010.0	Action	Electronic Arts		M
Injustice: Gods Among Us	WiiU	2013.0	Fighting	Warner Bros. Interactive Entertainment		T
Tomb Raider: Underworld	DS	2008.0	Action	Eidos Interactive		T
Death Jr.	PSP	2005.0	Platform	Konami Digital Entertainment		T
Hulk	GC	2003.0	Action	Universal Interactive		T
Phantasy Star Universe	PS2	2006.0	Role-Playing	Sega		T
Gungrave	PS2	2002.0	Shooter	Activision		M
Transworld Surf	PS2	2002.0	Sports	Atari		T
Tenchu: Fatal Shadows	PS2	2004.0	Action	Sega		M
50 Cent: Blood on the Sand	PS3	2009.0	Shooter	THQ		M
Metro: Last Light	PC	2013.0	Action	Deep Silver		M
Evolve	PC	2015.0	Shooter	Take-Two Interactive		M
Resident Evil: Revelations	WiiU	2013.0	Action	Capcom		M
The Legend of Spyro: A New Beginning	GC	2006.0	Platform	Vivendi Games		E10+
Armored Core: For Answer	PS3	2008.0	Simulation	Ubisoft		T
Harry Potter and the Prisoner of Azkaban	XB	2004.0	Action	Electronic Arts		E
Street Fighter X Tekken	PSV	2012.0	Fighting	Capcom		T
The Legend of Heroes: Trails of Cold Steel II	PSV	2014.0	Role-Playing	Nippon Ichi Software		T
Rise of the Kasai	PS2	2005.0	Action	Sony Computer Entertainment		M
Risen	X360	2009.0	Role-Playing	Deep Silver		M
Nostalgia	DS	2008.0	Role-Playing	Tecmo Koei		E10+
Dynasty Warriors Gundam	X360	2007.0	Action	Namco Bandai Games		T
Chibi-Robo! Park Patrol	DS	2007.0	Adventure	Unknown		E
Tom Clancy's Splinter Cell: Blacklist	PC	2013.0	Action	Ubisoft		M
One Piece: Unlimited Adventure	Wii	2007.0	Adventure	Namco Bandai Games		T
Shaun White Skateboarding	PS3	2010.0	Sports	Ubisoft		T
Conflict: Denied Ops	PS3	2008.0	Shooter	Eidos Interactive		M
Binary Domain	X360	2012.0	Action	Sega		M
Ice Age: Dawn of the Dinosaurs	PS3	2009.0	Action	Activision		E10+
Robin Hood: Defender of the Crown	PS2	2003.0	Strategy	Capcom		T
R-Type Final	PS2	2003.0	Shooter	Metro 3D		E
Bolt	PS3	2008.0	Adventure	Disney Interactive Studios		E10+
Sega GT 2002	XB	2002.0	Racing	Sega		E
F1 2011	PC	2011.0	Racing	Codemasters		E
Ty the Tasmanian Tiger 3: Night of the Quinkan	PS2	2005.0	Action	Activision		E10+
Samurai Warriors 2: Empires	PS2	2006.0	Action	Tecmo Koei		T
Blood Omen 2	XB	2002.0	Action	Eidos Interactive		M
Earth Defense Force: Insect Armageddon	X360	2011.0	Shooter	D3Publisher		T
Major League Baseball 2K10	PS3	2010.0	Sports	Take-Two Interactive		E
Saints Row IV	PC	2013.0	Action	Deep Silver		M
Harry Potter: Quidditch World Cup	XB	2003.0	Sports	Electronic Arts		E
Dance Central: Spotlight	XOne	2014.0	Misc	Microsoft Game Studios		T
Warriors: Legends of Troy	PS3	2011.0	Action	Tecmo Koei		M
